llave_10,fraccion_8,nico,descripcion_completa,unidad_medida,arancel_importacion,nota_importacion,arancel_exportacion,nota_exportacion,regulaciones_economia
0302990200,03029902,00,"De Merluzas (Merluccius spp., Urophycis spp.).",Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0302990300,03029903,00,De Totoabas.,Kg,15.0,,0.0,Prohibida,Sin NOM específica en Anexo 2.4.1
0302999900,03029999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303110100,03031101,00,Salmones rojos (Oncorhynchus nerka).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303129100,03031291,00,"Los demás salmones del Pacífico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303130100,03031301,00,Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303140100,03031401,00,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303199900,03031999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303230100,03032301,00,Tilapias (Oreochromis spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303240100,03032401,00,"Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303250100,03032501,00,"Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303260100,03032601,00,Anguilas (Anguilla spp.).,Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303299900,03032999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303310100,03033101,00,"Fletanes (halibut) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303320100,03033201,00,Sollas (Pleuronectes platessa).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303330100,03033301,00,Lenguados (Solea spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303340100,03033401,00,Rodaballos (turbots) (Psetta maxima).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303399900,03033999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303410100,03034101,00,Albacoras o atunes blancos (Thunnus alalunga).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303420100,03034201,00,Atunes de aleta amarilla (rabiles) (Thunnus albacares).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303430100,03034301,00,Listados (bonitos de vientre rayado) (Katsuwonus pelamis).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303440100,03034401,00,Patudos o atunes ojo grande (Thunnus obesus).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303450100,03034501,00,"Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis).",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303460100,03034601,00,Atunes del sur (Thunnus maccoyii).,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303499900,03034999,00,Los demás.,Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303510100,03035101,00,"Arenques (Clupea harengus, Clupea pallasii).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303530100,03035301,00,"Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303540100,03035401,00,"Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303550100,03035501,00,Jureles (Trachurus spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303560100,03035601,00,Cobias (Rachycentron canadum).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303570100,03035701,00,Peces espada (Xiphias gladius).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303599900,03035999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303630100,03036301,00,"Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303640100,03036401,00,Eglefinos (Melanogrammus aeglefinus).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303650100,03036501,00,Carboneros (Pollachius virens).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303660100,03036601,00,"Merluzas (Merluccius spp., Urophycis spp.).",Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303670100,03036701,00,Abadejos de Alaska (Theragra chalcogramma).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303680100,03036801,00,"Bacaladillas (Micromesistius poutassou, Micromesistius australis).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303699900,03036999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303810100,03038101,00,Cazones y demás escualos.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303820100,03038201,00,Rayas (Rajidae).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303830100,03038301,00,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303840100,03038401,00,Róbalos (Dicentrarchus spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303890100,03038901,00,Totoabas.,Kg,15.0,,0.0,Prohibida,Sin NOM específica en Anexo 2.4.1
0303899900,03038999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303910100,03039101,00,"Hígados, huevas y lechas.",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303920100,03039201,00,Aletas de tiburón.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303990100,03039901,00,"De Atunes (del género Thunnus), listados o bonitos de vientre rayado (Euthynnus (Katsuwonus) pelamis).",Kg,0.0,Ex.,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303990200,03039902,00,"De Merluzas (Merluccius spp., Urophycis spp.) y de Anguilas.",Kg,10.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0303990300,03039903,00,De Totoabas.,Kg,15.0,,0.0,Prohibida,Sin NOM específica en Anexo 2.4.1
0303999900,03039999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304310100,03043101,00,Tilapias (Oreochromis spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304320100,03043201,00,"Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304330100,03043301,00,Percas del Nilo (Lates niloticus).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304399900,03043999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304410100,03044101,00,"Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304420100,03044201,00,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304430100,03044301,00,"Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304440101,03044401,01,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304440199,03044401,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304450100,03044501,00,Peces espada (Xiphias gladius).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304460100,03044601,00,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304470100,03044701,00,Cazones y demás escualos.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304480100,03044801,00,Rayas (Rajidae).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304499901,03044999,01,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304499902,03044999,02,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304499903,03044999,03,De anchoas (Engraulis spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304499999,03044999,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304510100,03045101,00,"Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304520101,03045201,01,"De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304520199,03045201,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304530101,03045301,01,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304530199,03045301,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304540100,03045401,00,Peces espada (Xiphias gladius).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304550100,03045501,00,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304560100,03045601,00,Cazones y demás escualos.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304570100,03045701,00,Rayas (Rajidae).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304599901,03045999,01,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304599902,03045999,02,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304599903,03045999,03,De anchoas (Engraulis spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304599999,03045999,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304610100,03046101,00,Tilapias (Oreochromis spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304620100,03046201,00,"Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304630100,03046301,00,Percas del Nilo (Lates niloticus).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304699900,03046999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304710100,03047101,00,"Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304720100,03047201,00,Eglefinos (Melanogrammus aeglefinus).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304730100,03047301,00,Carboneros (Pollachius virens).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304740101,03047401,01,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304740199,03047401,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304750100,03047501,00,Abadejos de Alaska (Theragra chalcogramma).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304799900,03047999,00,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304810100,03048101,00,"Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304820100,03048201,00,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304830100,03048301,00,"Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304840100,03048401,00,Peces espada (Xiphias gladius).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304850100,03048501,00,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304860100,03048601,00,"Arenques (Clupea harengus, Clupea pallasii).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304870100,03048701,00,"Atunes (del género Thunnus), listados (bonitos de vientre rayado) (Katsuwonus pelamis).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304880100,03048801,00,"Cazones, demás escualos y rayas (Rajidae).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304899901,03048999,01,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304899902,03048999,02,De anchoas (Engraulis spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304899999,03048999,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304910100,03049101,00,Peces espada (Xiphias gladius).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304920100,03049201,00,"Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304930100,03049301,00,"Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304940100,03049401,00,Abadejos de Alaska (Theragra chalcogramma).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304950101,03049501,01,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304950199,03049501,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304960100,03049601,00,Cazones y demás escualos.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304970100,03049701,00,Rayas (Rajidae).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304999901,03049999,01,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304999902,03049999,02,"De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304999903,03049999,03,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304999904,03049999,04,De anchoas (Engraulis spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0304999999,03049999,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305200100,03052001,00,"Hígados, huevas y lechas, de pescado, secos, ahumados, salados o en salmuera.",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305310100,03053101,00,"Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305320101,03053201,01,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305320199,03053201,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305399901,03053999,01,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305399902,03053999,02,"De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305399903,03053999,03,De pez espada (Xiphias gladius).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305399904,03053999,04,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305399905,03053999,05,De anchoas (Engraulis spp.).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305399999,03053999,99,Los demás.,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305410100,03054101,00,"Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305420100,03054201,00,"Arenques (Clupea harengus, Clupea pallasii).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305430100,03054301,00,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305440100,03054401,00,"Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305499901,03054999,01,"Merluzas ahumadas, excepto lo comprendido en el número de identificación comercial 0305.49.99.02.",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305499902,03054999,02,Merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).,Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
0305499903,03054999,03,"Atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis).",Kg,15.0,,0.0,Ex.,Sin NOM específica en Anexo 2.4.1
